# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar 19 21:58:06 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr < 10
# CONSTRAINT:  and pl_radjstr > 0.8
# CONSTRAINT:  and pl_bmassjstr between 0.3 and 11
# CONSTRAINT:  and pl_eqtstr between 1000 and 3000)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HAT-P-58 b,HAT-P-58,1,1,1,Transit,2021,HATNet,Published Confirmed,0,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,4.01383790000,0.00000240000,-0.00000240000,0,0.0499400000,0.0004400000,-0.0004400000,0,14.93036229,0.48198617,-0.48198617,0,1.33200000,0.04300000,-0.04300000,0,118.23216740,9.53485221,-9.53485221,0,0.37200000,0.03000000,-0.03000000,0,Mass,0.073000,,,1,1146.0000,50.0000,-50.0000,0,1622.00,18.00,-18.00,0,0,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,,6078.00,48.00,-48.00,0,1.530000,0.034000,-0.034000,0,1.031000,0.028000,-0.028000,0,-0.2240,0.0570,-0.0570,0,[Fe/H],4.082000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m23.16s,68.8465093,+56d52m05.77s,56.8682691,515.59000000,12.77700000,-12.18400000,12.9250000,0.1950000,-0.1950000,10.9780000,0.0230000,-0.0230000,12.7202000,0.0002190,-0.0002190,2021-07-26,2021-07,2021-07-26
TOI-2986 b,TOI-2986,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,3.27836620000,0.00000440000,-0.00000430000,0,0.0448900000,0.0009600000,-0.0008800000,0,9.29224500,0.25780656,-0.23538859,0,0.82900000,0.02300000,-0.02100000,0,96.61983573,21.29450327,-27.33324300,0,0.30400000,0.06700000,-0.08600000,0,Mass,0.140000,,,1,1156.0000,53.0000,-50.0000,0,1622.00,18.00,-18.00,0,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,5906.00,66.00,-69.00,0,1.458000,0.033000,-0.031000,0,1.122000,0.074000,-0.064000,0,0.0950,0.0670,-0.0610,0,[Fe/H],4.165000,0.018000,-0.028000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h55m05.17s,163.7715605,-06d28m42.43s,-6.4784524,563.14900000,25.77900000,-23.65500000,12.6330000,0.0800000,-0.0800000,11.1870000,0.0190000,-0.0190000,12.4758000,0.0005350,-0.0005350,2025-07-29,2025-07,2025-07-29
TrES-3 b,TrES-3,0,1,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,1.30619000000,,,0,0.0227200000,0.0001700000,-0.0002600000,0,14.70620800,0.36989700,-0.45956900,0,1.31200000,0.03300000,-0.04100000,0,615.95454000,19.70546000,-20.02329000,0,1.93800000,0.06200000,-0.06300000,0,Mass,,,,,,,,,1623.00,26.00,-25.00,0,1,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5650.00,75.00,-75.00,0,0.812000,0.014000,-0.025000,0,0.915000,0.021000,-0.031000,0,-0.1900,0.0800,-0.0800,0,[Fe/H],4.581000,0.017000,-0.012000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268,231.33700000,1.30300000,-1.28800000,12.3620000,0.0690000,-0.0690000,10.6080000,0.0170000,-0.0170000,12.1995000,0.0005980,-0.0005980,2016-02-24,2008-04,2016-02-25
WASP-81 b,WASP-81,1,1,1,Transit,2017,Multiple Facilities,Published Confirmed,0,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,2.71647620000,0.00000230000,-0.00000230000,0,0.0390800000,0.0007000000,-0.0007200000,0,16.01766100,0.57165900,-0.51561400,0,1.42900000,0.05100000,-0.04600000,0,231.69807000,11.44188000,-11.12405000,0,0.72900000,0.03600000,-0.03500000,0,Mass,0.066000,,,1,,,,,1623.00,38.00,-37.00,0,0,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,,5870.00,120.00,-120.00,0,1.283000,0.040000,-0.037000,0,1.080000,0.059000,-0.058000,0,-0.3600,0.1400,-0.1400,0,[Fe/H],4.258000,0.022000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h16m49.92s,304.2079924,+03d17m38.22s,3.2939492,398.50500000,7.13200000,-6.88900000,12.4690000,0.0690000,-0.0690000,10.8920000,0.0260000,-0.0260000,12.3326000,0.0001620,-0.0001620,2017-01-31,2017-05,2017-02-02
HAT-P-14 b,HAT-P-14,0,2,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,4.62766910000,0.00000500000,-0.00000500000,0,0.0610800000,0.0007800000,-0.0007800000,0,13.66377100,0.66133100,-0.66133100,0,1.21900000,0.05900000,-0.05900000,0,721.79193000,26.37989000,-26.37989000,0,2.27100000,0.08300000,-0.08300000,0,Mass,,,,,,,,,1624.00,32.00,-32.00,0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6600.00,90.00,-90.00,0,1.591000,0.057000,-0.057000,0,1.418000,0.054000,-0.054000,0,0.1100,0.0800,-0.0800,0,[Fe/H],4.187000,0.025000,-0.025000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h20m27.88s,260.1161719,+38d14m31.81s,38.2421682,222.66300000,1.25700000,-1.24400000,9.9880000,0.0040000,-0.0040000,8.8510000,0.0190000,-0.0190000,9.8728300,0.0003380,-0.0003380,2018-04-25,2012-10,2016-01-14
WASP-165 b,WASP-165,1,1,1,Transit,2018,SuperWASP-South,Published Confirmed,0,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,3.46550900000,0.00002300000,-0.00002300000,0,0.0482300000,0.0009100000,-0.0009200000,0,14.12334000,2.12971000,-1.90553000,0,1.26000000,0.19000000,-0.17000000,0,209.13214000,30.82951000,-29.24036000,0,0.65800000,0.09700000,-0.09200000,0,Mass,0.000000,,,0,,,,,1624.00,93.00,-89.00,0,0,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,G6,5599.00,150.00,-150.00,0,1.750000,0.180000,-0.180000,0,1.248000,0.072000,-0.070000,0,0.3300,0.1300,-0.1300,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h50m19.36s,357.5806472,-17d04m39.34s,-17.0775947,602.23600000,28.63800000,-26.19400000,12.8160000,0.1030000,-0.1030000,11.0240000,0.0230000,-0.0230000,12.5435000,0.0002780,-0.0002780,2018-11-02,2019-01,2018-11-01
WASP-61 b,WASP-61,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,3.85589800000,0.00000300000,-0.00000300000,0,0.0521000000,0.0008000000,-0.0008000000,0,13.56289000,0.33627000,-0.33627000,0,1.21000000,0.03000000,-0.03000000,0,654.72980000,50.85280000,-50.85280000,0,2.06000000,0.16000000,-0.16000000,0,Mass,0.000000,,,0,,,,,1624.40,21.20,-14.60,0,0,<a refstr=BROWN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..810B/abstract target=ref>Brown et al. 2017</a>,,6250.00,150.00,-150.00,0,1.390000,0.030000,-0.030000,0,1.270000,0.060000,-0.060000,0,-0.1000,0.1200,-0.1200,0,[Fe/H],4.256000,0.009000,-0.013000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h01m11.92s,75.2996637,-26d03m14.92s,-26.0541438,488.66000000,5.55800000,-5.43600000,12.4890000,0.0260000,-0.0260000,11.0080000,0.0260000,-0.0260000,12.0702000,0.0001700,-0.0001700,2020-10-16,2017-01,2020-10-22
HATS-54 b,HATS-54,0,1,1,Transit,2019,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,2.54418280000,0.00000430000,-0.00000430000,0,0.0376300000,0.0002400000,-0.0002400000,0,11.96000300,0.58286800,-0.58286800,0,1.06700000,0.05200000,-0.05200000,0,241.55080000,31.78300000,-31.78300000,0,0.76000000,0.10000000,-0.10000000,0,Mass,0.126000,,,1,,,,,1625.00,22.00,-22.00,0,0,<a refstr=ESPINOZA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...63E/abstract target=ref>Espinoza et al. 2019</a>,,5702.00,26.00,-26.00,0,1.317000,0.036000,-0.036000,0,1.097000,0.022000,-0.022000,0,0.3960,0.0310,-0.0310,0,[Fe/H],4.240000,0.023000,-0.023000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h22m32.37s,200.6348641,-44d41m19.82s,-44.6888393,748.58500000,22.66500000,-21.39200000,13.9370000,0.0800000,-0.0800000,12.1700000,0.0190000,-0.0190000,13.7762000,0.0003780,-0.0003780,2019-08-09,2019-08,2019-08-15
CoRoT-17 b,CoRoT-17,1,1,1,Transit,2011,CoRoT,Published Confirmed,0,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,3.76810000000,0.00030000000,-0.00030000000,0,0.0461000000,0.0008000000,-0.0008000000,0,11.43000000,0.78000000,-0.78000000,0,1.02000000,0.07000000,-0.07000000,0,772.29000000,95.34000000,-95.34000000,0,2.43000000,0.30000000,-0.30000000,0,Mass,0.000000,,,0,,,,,1626.00,31.00,-31.00,0,0,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,G2 V,5740.00,80.00,-80.00,0,1.590000,0.070000,-0.070000,0,1.040000,0.100000,-0.100000,0,0.0000,0.1000,-0.1000,0,[Fe/H],4.400000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.12000000,57.17000000,-52.19000000,16.2900000,0.3200000,-0.3200000,12.4720000,0.0540000,-0.0540000,15.4368000,0.0005240,-0.0005240,2014-05-14,2011-07,2014-05-14
HAT-P-16 b,HAT-P-16,0,3,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=BUCHHAVE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720.1118B/abstract target=ref> Buchhave et al. 2010 </a>,2.77596000000,0.00000300000,-0.00000300000,0,0.0413000000,0.0004000000,-0.0004000000,0,14.44800000,0.74000000,-0.74000000,0,1.28900000,0.06600000,-0.06600000,0,1332.60500000,29.87500000,-29.87500000,0,4.19300000,0.09400000,-0.09400000,0,Mass,0.036000,0.004000,-0.004000,0,,,,,1626.00,40.00,-40.00,0,0,<a refstr=BUCHHAVE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720.1118B/abstract target=ref> Buchhave et al. 2010 </a>,F8,6158.00,80.00,-80.00,0,1.237000,0.054000,-0.054000,0,1.218000,0.039000,-0.039000,0,0.1700,0.0800,-0.0800,0,[Fe/H],4.340000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h38m17.53s,9.5730343,+42d27m47.15s,42.4630961,226.63700000,4.47100000,-4.30500000,10.9110000,0.0080000,-0.0080000,9.5530010,0.0200000,-0.0200000,10.7568000,0.0002560,-0.0002560,2014-05-14,2010-09,2014-05-14
Kepler-43 b,Kepler-43,0,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,3.02409309000,0.00000020000,-0.00000020000,0,0.0444000000,0.0005000000,-0.0005000000,0,13.00000000,0.45000000,-0.34000000,0,1.16000000,0.04000000,-0.03000000,0,994.77000000,31.78000000,-31.78000000,0,3.13000000,0.10000000,-0.10000000,0,Mass,0.017000,0.027000,-0.009000,0,,,,,1628.00,33.00,-33.00,0,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,F8 V,6050.00,100.00,-100.00,0,1.380000,0.050000,-0.030000,0,1.270000,0.040000,-0.040000,0,0.4000,0.1000,-0.1000,0,[Fe/H],4.260000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m57.80s,285.2408288,+46d40m05.67s,46.6682411,1005.84000000,14.19000000,-14.19000000,13.9860000,0.1490000,-0.1490000,12.5490000,0.0310000,-0.0310000,13.8894000,0.0002730,-0.0002730,2015-01-29,2015-03,2015-01-29
CoRoT-19 b,CoRoT-19,0,1,1,Transit,2011,CoRoT,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,3.89713000000,0.00002000000,-0.00002000000,0,0.0512000000,0.0018000000,-0.0011000000,0,13.33871000,2.91434000,-0.77342100,0,1.19000000,0.26000000,-0.06900000,0,346.43470000,29.55819000,-24.79074000,0,1.09000000,0.09300000,-0.07800000,0,Mass,,,,,,,,,1630.00,150.00,-40.00,0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6090.00,70.00,-70.00,0,1.576000,0.354000,-0.097000,0,1.181000,0.127000,-0.077000,0,-0.0200,0.1000,-0.1000,0,[Fe/H],4.115000,0.047000,-0.152000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.66300000,26.73700000,-25.07100000,14.1350000,0.1490000,-0.1490000,11.8370000,0.0240000,-0.0240000,13.7831000,0.0005580,-0.0005580,2016-01-12,2012-10,2016-01-14
HAT-P-30 b,HAT-P-30,0,2,1,Transit,2011,HATNet,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.3825J/abstract target=ref> Johnson et al. 2011 </a>,2.81059500000,0.00000500000,-0.00000500000,0,0.0419000000,0.0005000000,-0.0005000000,0,15.02000000,0.72900000,-0.72900000,0,1.34000000,0.06500000,-0.06500000,0,225.96800000,8.89900000,-8.89900000,0,0.71100000,0.02800000,-0.02800000,0,Mass,0.035000,0.024000,-0.024000,0,,,,,1630.00,42.00,-42.00,0,0,<a refstr=JOHNSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.3825J/abstract target=ref> Johnson et al. 2011 </a>,,6304.00,88.00,-88.00,0,1.215000,0.051000,-0.051000,0,1.242000,0.041000,-0.041000,0,0.1300,0.0800,-0.0800,0,[Fe/H],4.360000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h15m47.96s,123.9498431,+05d50m12.72s,5.8368669,213.98500000,2.21700000,-2.17300000,10.3520000,0.0070000,-0.0070000,9.1510000,0.0230000,-0.0230000,10.2998000,0.0003930,-0.0003930,2018-04-25,2011-07,2014-05-14
Kepler-7 b,Kepler-7,1,1,1,Transit,2009,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,4.88548920000,0.00000090000,-0.00000090000,0,0.0606700000,0.0005900000,-0.0005900000,0,18.18099800,0.14571700,-0.14571700,0,1.62200000,0.01300000,-0.01300000,0,140.16303000,13.66669000,-13.34886000,0,0.44100000,0.04300000,-0.04200000,0,Mass,,,,,,,,,1630.00,10.00,-10.00,0,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,5933.00,44.00,-44.00,0,1.966000,0.013000,-0.013000,0,1.359000,0.031000,-0.031000,0,0.1100,0.0300,-0.0300,0,[Fe/H],3.980000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m19.56s,288.5814928,+41d05m23.04s,41.0897335,922.56200000,20.60500000,-19.73900000,13.0080000,0.1030000,-0.1030000,11.5350000,0.0200000,-0.0200000,12.8649000,0.0003180,-0.0003180,2015-10-07,2015-05,2015-10-15
TrES-3 b,TrES-3,0,1,1,Transit,2007,TrES,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,1.30618640000,0.00000050000,-0.00000050000,0,0.0228300000,0.0001700000,-0.0003000000,0,14.62774500,0.31385200,-0.30264300,0,1.30500000,0.02800000,-0.02700000,0,607.05530000,20.02329000,-24.15508000,0,1.91000000,0.06300000,-0.07600000,0,Mass,,,,,,,,,1630.00,23.00,-22.00,0,1,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,5650.00,75.00,-75.00,0,0.818000,0.012000,-0.014000,0,0.929000,0.020000,-0.037000,0,-0.1900,0.0800,-0.0800,0,[Fe/H],4.581000,0.007000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268,231.33700000,1.30300000,-1.28800000,12.3620000,0.0690000,-0.0690000,10.6080000,0.0170000,-0.0170000,12.1995000,0.0005980,-0.0005980,2016-01-12,2010-11,2016-01-14
